3.108114 0.446203
2.715415 0.000787
2.322716 -0.092362
1.930017 0.410411
1.537318 0.077816
1.144619 0.429294
0.751920 0.577291
0.359221 0.556401
-0.033478 0.456728
-0.426177 0.579816
-0.818877 0.423370
-1.211576 0.016098
-1.604275 0.228962
-1.996974 0.273296
-2.389673 -0.019403
-2.782372 0.033690
-2.863230 0.368494
3.027256 0.091244
2.634557 -0.094713
2.241858 0.365245
1.849159 0.197593
1.456460 0.479015
1.063761 0.474623
0.671061 0.344323
0.278362 0.549940
-0.114337 0.597252
-0.507036 0.484309
-0.899735 0.118665
-1.292434 0.394785
-1.685133 0.278067
-2.077832 0.127848
-2.470531 0.098446
-3.054925 0.362266
2.835561 0.016344
2.442862 -0.152086
2.050163 0.195020
1.657464 0.285828
1.264765 0.318840
0.872066 0.497500
0.479367 0.350572
0.086668 0.561046
-0.306031 0.704121
-0.698731 0.249170
-1.091430 0.202217
-1.484129 0.195202
-1.876828 0.186873
-2.269527 -0.087288
-2.662226 0.140546
-3.033199 0.155052
2.857288 0.014454
2.464589 -0.068984
2.071889 0.148546
1.679190 0.163660
1.286491 0.200104
0.893792 0.352168
0.501093 0.238677
0.108394 0.409007
-0.284305 0.601647
-0.677004 0.179669
-1.069703 0.268865
-1.462402 0.097131
-1.855101 0.133656
-2.247800 -0.062941
-2.640499 0.091769
-2.967901 0.133135
2.922585 0.003135
2.529886 -0.124212
2.137187 0.252297
1.744488 0.295395
1.351789 0.145962
0.959089 0.563831
0.566390 0.329921
0.173691 0.502375
-0.219008 0.785426
-0.611707 0.300576
-1.004406 0.466664
-1.397105 0.120506
-1.789804 0.076192
-2.182503 -0.055406
-2.575202 0.189027
3.136011 0.089898
2.743312 0.060205
2.350613 -0.032795
1.957913 0.156066
1.565214 0.240203
1.172515 0.109872
0.779816 0.482814
0.387117 0.208399
-0.005582 0.545820
-0.398281 0.619964
-0.790980 0.328545
-1.183679 0.312765
-1.576378 0.022928
-1.969077 -0.038254
-2.361776 -0.009630
-2.754476 0.091915
-3.046958 0.098321
2.843528 0.078009
2.450829 -0.009513
2.058130 0.355552
1.665431 0.285359
1.272732 0.091984
0.880033 0.528786
0.487334 0.189802
0.094634 0.634661
-0.298065 0.712320
-0.690764 0.194231
-1.083463 0.294819
-1.476162 0.134729
-1.868861 0.024341
-2.261560 0.035355
-2.654259 0.064827
-2.966821 -0.252491
2.923666 0.248547
2.530966 0.033502
2.138267 0.413814
1.745568 0.362082
1.352869 0.059427
0.960170 0.506302
0.567471 0.159100
0.174772 0.749357
-0.217927 0.879457
-0.610626 0.311775
-1.003325 0.364172
-1.396024 0.267156
-1.788723 0.160378
-2.181423 0.031056
-2.574122 0.037248
-2.925003 -0.157815
2.965483 0.137510
2.572784 0.117599
2.180085 0.309284
1.787386 0.264203
1.394687 0.032698
1.001988 0.440761
0.609289 0.210714
0.216590 0.517400
-0.176109 0.790564
-0.568809 0.251335
-0.961508 0.218277
-1.354207 0.066655
-1.746906 0.089020
-2.139605 0.058671
-2.532304 -0.009830
-3.076800 -0.128157
2.813687 0.220770
2.420988 0.115152
2.028288 0.250090
1.635589 0.093518
1.242890 0.084562
0.850191 0.400081
0.457492 0.166544
0.064793 0.473617
-0.327906 0.650795
-0.720605 0.236623
-1.113304 0.213749
-1.506003 0.191571
-1.898702 0.101109
-2.291401 0.047661
-2.684101 -0.057999
-3.112467 -0.045834
2.778019 0.300060
2.385320 0.112458
1.992621 0.404972
1.599922 0.182962
1.207223 0.118430
0.814524 0.650665
0.421824 0.240679
0.029125 0.678535
-0.363574 0.796534
-0.756273 0.413099
-1.148972 0.197195
-1.541671 0.427746
-1.934370 0.239198
-2.327069 0.127487
-2.719768 -0.097685
3.125241 -0.057183
2.732542 0.199413
2.339843 0.118538
1.947144 0.244132
1.554445 0.069096
1.161746 0.289037
0.769047 0.475808
0.376348 0.186287
-0.016351 0.397306
-0.409051 0.510002
-0.801750 0.320447
-1.194449 0.008738
-1.587148 0.358537
-1.979847 0.211368
-2.372546 0.083211
-2.765245 -0.203250
3.036442 -0.044251
2.643743 0.171050
2.251044 0.010106
1.858345 0.168649
1.465646 0.114707
1.072947 0.212569
0.680248 0.793995
0.287549 0.171431
-0.105150 0.228768
-0.497849 0.454051
-0.890548 0.414102
-1.283247 0.101064
-1.675947 0.343723
-2.068646 0.285095
-2.461345 0.124743
-2.854044 -0.124277
2.924511 -0.021168
2.531812 0.155880
2.139113 -0.028059
1.746414 -0.013387
1.353715 0.192076
0.961016 0.200220
0.568317 0.692809
0.175618 0.146856
-0.217082 0.207686
-0.609781 0.425239
-1.002480 0.394457
-1.395179 0.127016
-1.787878 0.236946
-2.180577 0.218933
-2.573276 0.117341
-2.965975 -0.016304
-3.113196 0.129951
2.777290 0.162557
2.384591 -0.085093
1.991892 -0.009930
1.599193 0.286533
1.206494 0.330299
0.813795 0.774804
0.421096 0.125382
0.028397 0.405764
-0.364302 0.490457
-0.757001 0.378472
-1.149700 0.200741
-1.542400 0.336780
-1.935099 0.201828
-2.327798 0.116923
-2.720497 -0.012320
3.019684 0.119452
2.626985 0.230660
2.234286 -0.156713
1.841587 -0.056455
1.448888 0.277908
1.056189 0.369091
0.663490 0.694112
0.270791 0.083574
-0.121909 0.366431
-0.514608 0.334002
-0.907307 0.340501
-1.300006 0.263332
-1.692705 0.299254
-2.085404 0.339331
-2.478103 0.036392
-2.870802 0.003468
-3.129160 0.051842
2.761326 0.210716
2.368627 -0.067408
1.975928 -0.054566
1.583229 0.295827
1.190530 0.341337
0.797831 0.556971
0.405131 0.123657
0.012432 0.343617
-0.380267 0.504517
-0.772966 0.336944
-1.165665 0.226090
-1.558364 0.152784
-1.951063 0.408436
-2.343762 0.030758
-2.736461 0.212550
-3.033679 -0.010771
2.856808 0.294510
2.464109 -0.084366
2.071409 -0.129138
1.678710 0.332441
1.286011 0.394250
0.893312 0.691401
0.500613 0.154765
0.107914 0.491917
-0.284785 0.742075
-0.677484 0.362180
-1.070183 0.286839
-1.462882 0.118451
-1.855581 0.421547
-2.248280 0.037976
-2.640980 0.352565
-2.929431 -0.016486
2.961055 0.212430
2.568356 -0.060409
2.175657 -0.065873
1.782958 0.146289
1.390259 0.101007
0.997560 0.356647
0.604861 0.120105
0.212162 0.351152
-0.180537 0.537904
-0.573236 0.207955
-0.965935 0.176546
-1.358634 0.042277
-1.751334 0.244651
-2.144033 0.084258
-2.536732 0.266769
-2.954812 0.000353
2.935675 0.210165
2.542976 -0.046496
2.150276 -0.030462
1.757577 0.164448
1.364878 0.264487
0.972179 0.303166
0.579480 0.219313
0.186781 0.515559
-0.205918 0.734293
-0.598617 0.045966
-0.991316 0.209335
-1.384015 0.083025
-1.776714 0.189275
-2.169413 0.058136
-2.562113 0.306365
-2.868610 -0.024269
3.021876 0.320769
2.629177 -0.077835
2.236478 -0.049874
1.843779 0.116975
1.451080 0.261183
1.058381 0.419108
0.665682 0.367613
0.272983 0.545086
-0.119716 0.785337
-0.512415 0.147171
-0.905114 0.375886
-1.297813 0.205386
-1.690513 0.254740
-2.083212 0.016376
-2.475911 0.287652
-3.034120 -0.083486
2.856366 0.218166
2.463667 -0.047266
2.070968 0.056360
1.678269 0.042690
1.285570 0.127650
0.892871 0.368359
0.500172 0.375594
0.107473 0.462124
-0.285226 0.772764
-0.677925 0.245682
-1.070625 0.302552
-1.463324 0.081583
-1.856023 0.194274
-2.248722 0.006926
-2.641421 0.309022
-2.919703 -0.052289
2.970783 0.078332
2.578084 -0.045551
2.185385 0.020202
1.792686 0.056854
1.399987 0.055850
1.007288 0.250289
0.614589 0.308116
0.221890 0.353165
-0.170809 0.676724
-0.563508 0.237106
-0.956208 0.263755
-1.348907 0.123853
-1.741606 0.018400
-2.134305 0.000851
-2.527004 0.253189
-2.860073 -0.026842
3.030413 0.062022
2.637714 -0.104876
2.245015 0.033514
1.852316 0.021157
1.459616 0.042922
1.066917 0.249588
0.674218 0.312656
0.281519 0.424254
-0.111180 0.619588
-0.503879 0.256023
-0.896578 0.323644
-1.289277 0.202046
-1.681976 -0.052404
-2.074675 -0.012935
-2.467374 0.175718
-2.843872 -0.042043
3.046615 0.051308
2.653916 -0.059324
2.261217 0.029800
1.868517 0.095575
1.475818 0.081576
1.083119 0.237204
0.690420 0.320559
0.297721 0.399995
-0.094978 0.583964
-0.487677 0.262644
-0.880376 0.397837
-1.273075 0.202776
-1.665774 -0.050741
-2.058473 -0.012973
-2.451172 0.130971
-2.712007 -0.041955
-3.104707 0.078385
2.785780 -0.068782
2.393081 0.020445
2.000382 0.095373
1.607682 0.068969
1.214983 0.236703
0.822284 0.338988
0.429585 0.427532
0.036886 0.487185
-0.355813 0.312132
-0.748512 0.420468
-1.141211 0.229490
-1.533910 -0.027927
-1.926609 0.053606
-2.319308 0.106139
-2.770712 -0.077772
3.119774 0.088089
2.727075 -0.109167
2.334376 0.046569
1.941677 0.105750
1.548978 0.011767
1.156278 0.088042
0.763579 0.459426
0.370880 0.425060
