38 3.108114 2.391070 2.201852
39 3.419955 2.331724 2.216059
40 3.228260 2.690016 2.205394
41 3.249987 3.730591 2.422534
42 3.315284 3.054359 2.564689
43 3.136011 3.330904 2.268598
44 3.236227 3.533662 3.107817
45 3.316365 2.654817 3.002668
46 3.358182 3.758624 2.335464
47 3.206386 4.064948 2.904525
48 3.170718 2.812842 2.137378
49 3.125241 3.588069 2.059440
50 3.036442 4.362922 2.106666
51 2.924511 4.543676 2.060529
52 3.169989 3.533047 2.102925
53 3.019684 3.712133 2.012623
54 3.154025 4.452191 2.101078
55 3.249507 3.557282 3.507400
56 3.353754 5.779598 2.088216
57 3.328374 4.547830 3.195098
58 3.414575 3.962979 2.267301
59 3.249065 5.036497 2.620199
60 3.363482 6.806156 2.376489
61 3.423112 6.407201 2.146880
62 3.439314 6.245679 2.008518
63 3.571178 6.258886 2.154372
64 3.512473 5.204692 2.106052
65 3.514837 4.909562 2.116523
66 3.489325 5.662285 2.362623
67 3.338226 4.373949 2.379725
68 3.468048 3.994039 2.245138
69 3.477497 4.916145 2.026691
70 3.471566 4.852457 2.030516
71 3.408872 4.312443 2.111099
72 3.233106 4.424190 2.336401
73 3.206688 2.157899 4.315051
74 3.205650 2.773044 2.842067
75 3.318841 3.509534 2.502351
76 3.444642 3.249131 3.568672
77 3.359767 3.225084 3.010916
78 3.466196 2.371725 3.843627
79 3.602309 4.337421 3.139180
80 3.733784 4.387688 4.093489
81 3.779289 4.814417 3.407826
82 3.742063 5.525885 2.555642
83 3.579751 3.485665 4.648378
84 3.775831 5.070407 2.973597
85 3.696433 4.716785 2.317280
86 3.534704 4.063948 3.413216
87 3.425761 6.128961 2.091117
88 3.397451 5.119964 2.012818
89 3.342859 5.409621 2.156435
90 3.327518 5.146911 2.277475
91 3.320651 6.381673 2.024667
92 3.430444 6.387901 2.038774
93 3.562437 5.933098 2.028912
94 3.584757 5.123020 2.459120
95 3.649388 5.229449 3.728397
96 3.751244 7.259934 2.251167
97 3.790741 6.589079 2.599656
98 3.717038 5.952924 3.690152
99 3.676772 5.733766 2.739584
100 3.585121 4.291654 4.557056
101 3.566146 4.104135 4.304217
102 3.574656 4.382907 2.784939
103 3.582647 6.217037 2.174333
104 3.579240 5.433744 2.913135
105 3.593578 4.316831 3.346265
106 3.498935 4.588608 2.083275
107 3.558096 6.055684 2.080089
108 3.622035 6.019736 2.218110
109 3.466898 4.516871 2.321076
110 3.489586 4.612080 2.242180
111 3.469927 5.320938 2.059990
112 3.530848 5.316266 2.088528
113 3.626033 4.270087 2.251609
114 3.704068 4.666303 2.642076
115 3.655689 3.563934 5.228843
116 3.646704 5.160931 2.086494
117 3.486194 4.745554 4.529165
118 3.476077 4.656104 3.601667
119 3.491782 4.195850 5.577412
120 3.414679 4.023081 4.433386
121 3.147329 3.936791 5.046073
122 3.209193 4.114205 2.355897
123 3.375887 4.406261 2.220823
124 3.416108 4.048797 2.005375
125 3.410821 3.193303 3.152273
126 3.581290 3.784799 2.094683
127 3.500353 4.389289 2.064971
128 3.607118 3.192147 3.665627
129 3.638613 4.927489 2.639879
130 3.770133 5.044566 2.730679
131 3.584548 4.168112 4.334158
132 3.625255 5.417781 2.211655
133 3.536535 5.753309 2.252660
134 3.550271 4.864034 2.597031
135 3.498668 5.877785 2.662497
136 3.344265 4.878177 3.014756
137 3.450159 4.862562 2.370123
138 3.360649 4.533343 2.612259
139 3.310169 4.466615 2.359474
140 3.316415 3.636549 4.832717
141 3.372372 3.623894 2.999539
142 3.413691 3.686584 2.976615
143 3.729714 5.145263 2.178781
144 3.662805 4.682542 2.119351
145 3.747410 4.479266 2.334135
146 3.714594 4.496934 2.109151
147 3.672447 4.142183 2.490010
148 3.638958 3.670816 2.287137
149 3.666252 4.861670 2.129408
150 3.503988 3.738573 2.229739
151 3.396721 2.827772 2.235605
152 3.299274 2.873898 2.933111
153 3.418065 3.741397 2.012375
154 3.361008 2.593460 3.858545
155 3.429467 4.363211 3.395233
156 3.451996 3.713096 2.212532
157 3.559730 3.773885 2.574132
158 3.487464 4.830917 2.284068
159 3.554801 4.295141 2.218999
160 3.560376 4.518721 2.054483
161 3.437738 3.753778 2.403832
162 3.724112 4.219794 2.259921
163 3.674215 4.200022 3.053034
164 3.798881 2.898119 2.277341
165 3.798781 3.317587 2.536428
166 3.819833 2.440903 4.792750
167 3.789679 3.159937 3.911490
168 3.608604 4.033031 2.474938
169 3.694047 3.979947 2.511615
170 3.912638 4.051762 3.059015
171 3.844243 5.985680 2.568979
172 3.946140 5.658582 2.211085
173 3.917232 6.753909 2.523217
174 3.944895 5.657065 2.256591
175 3.812368 5.421333 4.103530
176 3.723050 4.624589 3.703908
177 3.607146 4.799662 2.113757
178 3.762564 4.339354 2.087445
179 3.902528 3.794131 2.521530
180 3.782753 3.088043 2.087160
181 3.866570 3.723181 2.676132
182 3.842446 4.218770 2.074448
183 3.826522 3.696240 3.096518
184 3.760336 5.071652 2.735279
185 3.809286 5.135538 2.115565
186 3.662482 3.574870 3.031065
187 3.742711 4.326029 2.121173
188 3.713723 4.038622 2.709049
189 3.889322 3.636213 2.119276
190 4.023978 3.129164 5.278181
191 4.082494 4.115590 2.179715
192 4.137317 3.860368 2.520322
193 4.126709 3.593246 2.873426
194 4.087058 4.800863 2.332316
195 4.090241 5.439057 2.136775
196 4.076821 5.515203 2.051729
197 4.011485 6.009327 2.105795
198 4.042711 5.683017 2.118066
199 3.930965 5.603267 2.107228
200 3.707455 5.520513 2.616621
201 3.646642 4.833142 2.002766
202 3.658353 4.350741 3.270264
203 3.682986 4.966424 3.823865
204 3.696054 4.490371 4.721137
205 3.846957 5.487353 2.378398
206 3.776032 4.846578 2.794887
207 3.849155 4.864483 2.276775
208 3.817654 5.113677 2.192227
209 3.870675 5.189500 2.448935
210 3.938295 3.024277 2.233423
211 3.922482 3.822415 2.027671
212 3.990501 3.624903 2.067959
213 4.285141 3.701104 2.120786
221 4.422298 2.955151 3.016793
222 4.490906 2.691795 2.042482
223 4.381420 3.708010 4.233236
224 4.248558 2.353844 3.776165
225 4.235029 3.037232 2.045808
226 4.014001 4.053644 2.007930
227 3.921569 5.237445 2.396648
228 3.861098 4.721935 2.535248
229 3.810843 3.631891 3.448804
230 3.699152 4.599650 2.327415
231 3.842410 5.025124 2.586464
232 3.863713 4.788313 2.126735
233 4.039668 5.057255 4.041868
234 4.034820 5.624329 2.070561
235 4.045838 4.748700 2.049574
236 4.358551 4.586999 2.303775
237 4.169216 4.275170 2.409824
238 4.257457 4.362108 2.031692
239 4.079645 4.053811 2.678912
240 4.028078 1.938551 4.967214
241 3.997786 2.519722 2.258036
242 3.918035 1.746664 2.180061
243 3.970586 2.239186 2.109489
244 3.862924 2.384500 2.694292
245 3.662030 3.374870 2.092638
246 3.582031 4.138950 2.055698
247 3.443040 4.237586 2.025489
248 3.221908 4.094151 2.003275
249 3.358070 4.310039 2.094625
250 3.379971 4.599887 2.179377
251 3.454160 3.061980 3.372157
252 3.590978 4.110277 2.525451
253 3.739837 3.144666 4.221304
254 3.846155 2.898677 3.590759
255 3.928869 2.997644 2.769525
256 4.001249 2.922506 2.110061
257 4.042330 2.541436 2.339298
258 3.897795 3.071846 2.159487
259 3.720537 3.724441 2.037841
260 3.381958 3.525550 2.007045
261 3.570081 2.243137 2.786765
262 3.491958 2.928546 2.152898
263 3.462681 3.644204 2.138334
264 3.520169 4.197148 2.169567
265 3.594668 4.833707 2.069333
266 3.531250 3.892833 2.194058
267 3.755879 3.426837 2.067359
268 3.996569 4.720370 2.024650
269 3.967489 4.361308 2.129933
270 4.128385 3.808737 2.126609
271 4.233234 2.956867 2.173896
272 4.044859 3.803911 2.002428
273 3.941445 3.613209 2.511270
274 3.725428 3.253076 3.227694
275 3.659160 3.977080 3.568334
276 3.626936 2.603027 5.816058
277 3.487316 2.358629 5.609979
278 3.435196 4.070659 2.132649
279 3.378789 2.973461 3.002698
280 3.443263 3.326593 3.000084
281 3.227139 1.932670 2.769445
282 3.331204 1.928173 3.738010
283 3.269268 3.170245 2.353232
290 3.567274 2.420199 2.038088
291 3.623912 2.875997 2.005896
292 3.729585 2.064928 2.060197
293 3.631781 2.552723 2.251867
294 3.799283 2.283469 3.031992
295 3.952726 3.342139 2.253869
296 4.121187 1.663810 5.352283
297 4.186606 2.882628 2.123495
298 4.148965 2.999341 2.593748
299 3.675536 3.128729 2.793582
300 3.692259 3.149987 2.207883
367 3.756775 2.448068 2.404734
368 3.785922 3.493217 2.026669
369 3.797516 2.787138 2.040828
370 3.996430 2.433179 2.116576
371 4.071681 3.369999 2.576926
372 4.404919 3.241973 2.951143
373 4.494560 2.976326 2.079655
374 4.596844 2.302249 3.554421
375 4.542689 2.293595 2.132530
376 4.473011 1.966443 2.476063
377 4.211633 2.064473 2.109343
378 4.145556 3.880383 2.019301
379 4.203437 2.255043 2.612094
380 4.246478 2.489807 2.869569
381 4.182663 2.644874 5.403733
382 4.208803 2.875032 4.792397
383 4.225421 2.696469 5.180294
384 4.210714 3.358689 2.803083
385 4.465122 2.096243 5.162039
386 4.297927 1.781975 5.879498
387 4.469611 2.120241 3.391110
388 4.457936 2.437172 2.039597
389 4.511592 2.599948 3.551859
390 4.593590 3.803338 2.045639
391 4.531343 4.645718 2.171998
392 4.344403 5.247611 2.027863
393 4.172447 4.095144 2.241306
394 4.218034 5.062389 2.337817
395 4.315458 4.155369 2.559491
396 3.989882 3.166390 2.155533
397 3.696218 2.973854 2.619024
398 3.808141 2.501139 4.381998
399 3.700258 3.363117 2.716311
400 3.590519 3.011222 2.916387
401 3.606798 3.737705 3.330043
402 3.641385 3.305996 3.925966
403 3.821628 2.658754 2.039862
404 3.867908 4.735898 2.010199
405 4.044457 3.332155 2.605231
406 4.138721 4.273879 2.634408
407 4.264988 3.328697 3.119476
408 4.345049 2.851829 3.294821
409 4.238092 2.423285 5.973407
410 4.395108 3.262501 3.363511
411 4.449828 3.532091 2.231811
412 4.409232 3.049015 2.029788
413 4.273304 2.929258 2.530798
414 4.083517 4.012014 2.099848
415 4.228407 4.946660 2.268513
416 4.138748 4.418567 2.752573
417 4.162617 3.755955 3.716894
418 4.098348 3.632725 2.271811
419 4.058519 4.562247 2.394372
